# DISTANCE:     AVE_GOFR:        ERROR:
           1           0           0           0
          163.20576e+162 0.000832662   0.0554962
          163.27255e+162  0.00076044   0.0517129
          163.33933e+162 0.000684817   0.0474839
          163.40612e+162 0.000619091    0.043728
          163.47291e+162 0.000576389   0.0414767
          163.53969e+162 0.000533156   0.0390534
          163.60648e+162 0.000493882    0.036864
          163.67327e+162 0.000473793   0.0359756
          163.74005e+162 0.000458236    0.035408
          163.80684e+162 0.000446582    0.035081
          163.87363e+162 0.000428051   0.0342022
          163.94041e+162 0.000418156   0.0339727
          16 4.0072e+162 0.000410697   0.0338824
          164.07399e+162 0.000416146   0.0349075
          164.14077e+162 0.000423267   0.0360459
          164.20756e+162 0.000428225   0.0370465
          164.27435e+162 0.000430553   0.0377968
          164.34113e+162 0.000444544   0.0396073
          164.40792e+162  0.00046447   0.0419969
          164.47471e+162 0.000482794   0.0442954
          164.54149e+162 0.000507149   0.0471844
          164.60828e+162 0.000528689   0.0498911
          164.67507e+162 0.000546479   0.0522825
          164.74185e+162 0.000581071   0.0563617
          164.80864e+162 0.000619296   0.0608829
          164.87543e+162 0.000643406   0.0641176
          164.94221e+162 0.000665861   0.0672364
          16  5.009e+162  0.00068601   0.0701658
          165.07579e+162 0.000709547   0.0735083
          165.14257e+162   0.0007266   0.0762274
          165.20936e+162  0.00073621   0.0782019
          165.27615e+162 0.000750637   0.0807501
          165.34293e+162 0.000759266   0.0826647
          165.40972e+162 0.000765785   0.0843835
          165.47651e+162 0.000757451   0.0844657
          165.54329e+162 0.000747433   0.0843205
          165.61008e+162 0.000738502   0.0842971
          165.67687e+162 0.000724473   0.0836441
          165.74365e+162 0.000711488   0.0831045
          165.81044e+162 0.000688139   0.0812623
          165.87723e+162 0.000670298   0.0800534
          165.94401e+162 0.000651669   0.0786836
          16 6.0108e+162 0.000641931   0.0783525
          166.07759e+162 0.000622908   0.0768549
          166.14437e+162 0.000608778   0.0759087
          166.21116e+162 0.000594693   0.0749427
          166.27795e+162 0.000581315   0.0740256
          166.34473e+162 0.000573221   0.0737513
          166.41152e+162 0.000566289   0.0736096
          166.47831e+162 0.000563344   0.0739655
          166.54509e+162 0.000561233   0.0744267
          166.61188e+162 0.000562562   0.0753531
          17           0           0           0
          176.67867e+160           0           0
          171.33573e+161           0           0
          17 2.0036e+161           0           0
          172.67147e+161           0           0
          173.33933e+161           0           0
          17 4.0072e+161           0           0
          174.67507e+161           0           0
          175.34293e+161           0           0
          17 6.0108e+161           0           0
          176.67867e+161           0           0
          177.34653e+161           0           0
          17 8.0144e+161           0           0
          178.68227e+161           0           0
          179.35013e+161           0           0
          17 1.0018e+162           0           0
          171.06859e+162           0           0
          171.13537e+162           0           0
          171.20216e+162           0           0
          171.26895e+162           0           0
          171.33573e+162           0           0
          171.40252e+162           0           0
          171.46931e+162           0           0
          171.53609e+162           0           0
          171.60288e+162           0           0
          171.66967e+162           0           0
          171.73645e+162           0           0
          171.80324e+162           0           0
          171.87003e+162           0           0
          171.93681e+162           0           0
          17 2.0036e+162           0           0
          172.07039e+162           0           0
          172.13717e+162           0           0
          172.20396e+162           0           0
          172.27075e+162 7.32445e-07 5.33042e-05
          172.33753e+162  1.6101e-05 0.000800789
          172.40432e+162 0.000105444  0.00521398
          172.47111e+162 0.000346923   0.0175594
          172.53789e+162 0.000728711   0.0377944
          172.60468e+162  0.00112463   0.0597715
          172.67147e+162  0.00139729   0.0760488
          172.73825e+162  0.00151767   0.0845221
          172.80504e+162  0.00152652   0.0869721
          172.87183e+162   0.0014363   0.0836781
          172.93861e+162   0.0013236   0.0788187
          17 3.0054e+162  0.00117352   0.0713765
          173.07219e+162  0.00106264   0.0659935
          173.13897e+162  0.00093855   0.0594957
          173.20576e+162 0.000830605   0.0537079
          173.27255e+162  0.00075726   0.0499639
          173.33933e+162 0.000681969   0.0458784
          173.40612e+162 0.000615309   0.0421746
          173.47291e+162 0.000573364   0.0400345
          173.53969e+162 0.000531212   0.0377525
          173.60648e+162 0.000492113   0.0356364
          173.67327e+162 0.000471657   0.0347482
          173.74005e+162  0.00045721    0.034273
          173.80684e+162 0.000446313   0.0340118
          173.87363e+162 0.000429411   0.0332868
          173.94041e+162 0.000419237   0.0330426
          17 4.0072e+162 0.000411062   0.0328991
          174.07399e+162 0.000416359     0.03388
          174.14077e+162 0.000424801   0.0350983
          174.20756e+162 0.000430132   0.0361034
          174.27435e+162 0.000432467   0.0368355
          174.34113e+162  0.00044659   0.0386067
          174.40792e+162 0.000466044   0.0408834
          174.47471e+162 0.000485646   0.0432367
          174.54149e+162 0.000509205   0.0459663
          174.60828e+162 0.000529268   0.0484538
          174.67507e+162 0.000547698   0.0508359
          174.74185e+162 0.000581504   0.0547189
          174.80864e+162 0.000619641   0.0590974
          174.87543e+162 0.000642534   0.0621183
          174.94221e+162 0.000664413   0.0650878
          17  5.009e+162 0.000686468   0.0681151
          175.07579e+162 0.000712094   0.0715752
          175.14257e+162 0.000727478   0.0740406
          175.20936e+162 0.000736861   0.0759337
          175.27615e+162 0.000751698   0.0784487
          175.34293e+162 0.000758515   0.0801165
          175.40972e+162 0.000764749   0.0817531
          175.47651e+162 0.000756019   0.0817899
          175.54329e+162 0.000745316    0.081576
          175.61008e+162  0.00073568   0.0814763
          175.67687e+162 0.000722856   0.0809682
          175.74365e+162 0.000710417   0.0805016
          175.81044e+162 0.000686855   0.0786906
          175.87723e+162 0.000669115   0.0775269
          175.94401e+162 0.000650033   0.0761457
          17 6.0108e+162 0.000640716   0.0758707
          176.07759e+162 0.000621933   0.0744439
          176.14437e+162 0.000607622    0.073504
          176.21116e+162  0.00059276   0.0724743
          176.27795e+162 0.000580239   0.0716835
          176.34473e+162 0.000572247   0.0714284
          176.41152e+162 0.000566782   0.0714733
          176.47831e+162 0.000564515   0.0719078
          176.54509e+162 0.000563269   0.0724732
          176.61188e+162 0.000562976   0.0731562
          18           0           0           0
          186.67867e+160           0           0
          181.33573e+161           0           0
          18 2.0036e+161           0           0
          182.67147e+161           0           0
          183.33933e+161           0           0
          18 4.0072e+161           0           0
          184.67507e+161           0           0
          185.34293e+161           0           0
          18 6.0108e+161           0           0
          186.67867e+161           0           0
          187.34653e+161           0           0
          18 8.0144e+161           0           0
          188.68227e+161           0           0
          189.35013e+161           0           0
          18 1.0018e+162           0           0
          181.06859e+162           0           0
          181.13537e+162           0           0
          181.20216e+162           0           0
          181.26895e+162           0           0
          181.33573e+162           0           0
          181.40252e+162           0           0
          181.46931e+162           0           0
          181.53609e+162           0           0
          181.60288e+162           0           0
          181.66967e+162           0           0
          181.73645e+162           0           0
          181.80324e+162           0           0
          181.87003e+162           0           0
          181.93681e+162           0           0
          18 2.0036e+162           0           0
          182.07039e+162           0           0
          182.13717e+162           0           0
          182.20396e+162           0           0
          182.27075e+162 6.91754e-07 5.03429e-05
          182.33753e+162 1.62732e-05 0.000785211
          182.40432e+162 0.000105453  0.00506657
          182.47111e+162 0.000346142    0.017026
          182.53789e+162 0.000727757    0.036681
          182.60468e+162  0.00112414   0.0580607
          182.67147e+162  0.00139753   0.0739166
          182.73825e+162  0.00151999   0.0822671
          182.80504e+162  0.00152831   0.0846202
          182.87183e+162  0.00143688   0.0813514
          182.93861e+162  0.00132259   0.0765376
          18 3.0054e+162  0.00117567   0.0694928
          183.07219e+162   0.0010658   0.0643284
          183.13897e+162 0.000937977   0.0577826
          183.20576e+162 0.000830386   0.0521798
          183.27255e+162 0.000757312   0.0485569
          183.33933e+162 0.000682949   0.0446476
          183.40612e+162 0.000616163   0.0410416
          183.47291e+162 0.000573538   0.0389162
          183.53969e+162  0.00052905   0.0365439
          183.60648e+162 0.000490546   0.0345227
          183.67327e+162  0.00046978   0.0336376
          183.74005e+162 0.000456903   0.0332831
          183.80684e+162 0.000445433   0.0329883
          183.87363e+162 0.000428188   0.0322573
          183.94041e+162 0.000418476   0.0320521
          18 4.0072e+162 0.000411642   0.0320169
          184.07399e+162 0.000416308   0.0329193
          184.14077e+162  0.00042434   0.0340712
          184.20756e+162 0.000429679   0.0350473
          184.27435e+162 0.000432151   0.0357703
          184.34113e+162  0.00044686   0.0375405
          184.40792e+162 0.000467199   0.0398308
          184.47471e+162 0.000486168   0.0420621
          184.54149e+162 0.000509516   0.0446975
          184.60828e+162 0.000529708    0.047127
          184.67507e+162 0.000547756   0.0494081
          184.74185e+162 0.000581458   0.0531722
          184.80864e+162 0.000617467   0.0572362
          184.87543e+162 0.000642296   0.0603443
          184.94221e+162 0.000664081   0.0632207
          18  5.009e+162 0.000687924   0.0663376
          185.07579e+162 0.000713439   0.0696904
          185.14257e+162 0.000727587   0.0719644
          185.20936e+162 0.000738144    0.073924
          185.27615e+162 0.000753225   0.0763939
          185.34293e+162 0.000760857   0.0781045
          185.40972e+162 0.000766507   0.0796347
          185.47651e+162 0.000757176   0.0796073
          185.54329e+162 0.000744638   0.0792053
          185.61008e+162 0.000734959   0.0791023
          185.67687e+162 0.000720432     0.07843
          185.74365e+162 0.000708196   0.0779939
          185.81044e+162 0.000685709   0.0763473
          185.87723e+162 0.000668622   0.0752863
          185.94401e+162 0.000649689   0.0739602
          18 6.0108e+162 0.000640464   0.0737033
          186.07759e+162 0.000620919   0.0722294
          186.14437e+162 0.000607177   0.0713804
          186.21116e+162 0.000592344   0.0703821
          186.27795e+162 0.000579216   0.0695419
          186.34473e+162 0.000571889   0.0693718
          186.41152e+162 0.000566507    0.069425
          186.47831e+162 0.000564507     0.06988
          186.54509e+162 0.000563346   0.0704399
          186.61188e+162 0.000562797   0.0710714
          19           0           0           0
          196.67867e+160           0           0
          191.33573e+161           0           0
          19 2.0036e+161           0           0
          192.67147e+161           0           0
          193.33933e+161           0           0
          19 4.0072e+161           0           0
          194.67507e+161           0           0
          195.34293e+161           0           0
          19 6.0108e+161           0           0
          196.67867e+161           0           0
          197.34653e+161           0           0
          19 8.0144e+161           0           0
          198.68227e+161           0           0
          199.35013e+161           0           0
          19 1.0018e+162           0           0
          191.06859e+162           0           0
          191.13537e+162           0           0
          191.20216e+162           0           0
          191.26895e+162           0           0
          191.33573e+162           0           0
          191.40252e+162           0           0
          191.46931e+162           0           0
          191.53609e+162           0           0
          191.60288e+162           0           0
          191.66967e+162           0           0
          191.73645e+162           0           0
          191.80324e+162           0           0
          191.87003e+162           0           0
          191.93681e+162           0           0
          19 2.0036e+162           0           0
          192.07039e+162           0           0
          192.13717e+162           0           0
          192.20396e+162           0           0
          192.27075e+162 6.55346e-07 4.76933e-05
          192.33753e+162 1.62956e-05 0.000763947
          192.40432e+162 0.000104337  0.00488373
          192.47111e+162 0.000346092   0.0165686
          192.53789e+162 0.000729259   0.0357766
          192.60468e+162  0.00112527   0.0565675
          192.67147e+162  0.00139574   0.0718525
          192.73825e+162  0.00152548   0.0803697
          192.80504e+162  0.00152983   0.0824448
          192.87183e+162  0.00143592   0.0791278
          192.93861e+162   0.0013205   0.0743779
          19 3.0054e+162  0.00117645   0.0676826
          193.07219e+162  0.00106418   0.0625172
          193.13897e+162  0.00093617   0.0561335
          193.20576e+162 0.000828751   0.0506889
          193.27255e+162 0.000757091   0.0472458
          193.33933e+162 0.000682586   0.0434313
          193.40612e+162 0.000616348    0.039957
          193.47291e+162 0.000572722   0.0378233
          193.53969e+162 0.000526774   0.0354212
          193.60648e+162  0.00049029    0.033582
          193.67327e+162 0.000469787    0.032739
          193.74005e+162 0.000457562   0.0324407
          193.80684e+162 0.000445984   0.0321474
          193.87363e+162  0.00042979   0.0315163
          193.94041e+162 0.000419813   0.0312975
          19 4.0072e+162 0.000412977    0.031266
          194.07399e+162 0.000417559    0.032138
          194.14077e+162 0.000425718   0.0332717
          194.20756e+162 0.000430168   0.0341496
          194.27435e+162 0.000432659   0.0348563
          194.34113e+162  0.00044735   0.0365785
          194.40792e+162 0.000465957   0.0386667
          194.47471e+162 0.000484015   0.0407647
          194.54149e+162 0.000508943   0.0434561
          194.60828e+162 0.000530392   0.0459291
          194.67507e+162 0.000548888   0.0481909
          194.74185e+162 0.000583223   0.0519146
          194.80864e+162 0.000617656   0.0557259
          194.87543e+162 0.000641792   0.0586878
          194.94221e+162 0.000663189   0.0614514
          19  5.009e+162 0.000686108   0.0644009
          195.07579e+162 0.000712327   0.0677261
          195.14257e+162 0.000727899   0.0700743
          195.20936e+162 0.000738667   0.0720028
          195.27615e+162 0.000753521   0.0743838
          195.34293e+162 0.000760119   0.0759469
          195.40972e+162 0.000765732   0.0774319
          195.47651e+162 0.000757736   0.0775404
          195.54329e+162  0.00074439   0.0770665
          195.61008e+162 0.000734121   0.0769045
          195.67687e+162 0.000719666   0.0762567
          195.74365e+162 0.000706908   0.0757762
          195.81044e+162 0.000685384   0.0742753
          195.87723e+162  0.00066899   0.0733177
          195.94401e+162 0.000650081   0.0720304
          19 6.0108e+162 0.000640389   0.0717285
          196.07759e+162 0.000621238   0.0703384
          196.14437e+162 0.000607806   0.0695487
          196.21116e+162 0.000593031   0.0685841
          196.27795e+162 0.000579704   0.0677437
          196.34473e+162 0.000572233   0.0675616
          196.41152e+162 0.000565681   0.0674753
          196.47831e+162 0.000564866   0.0680589
          196.54509e+162 0.000563257   0.0685494
          196.61188e+162 0.000563388   0.0692482
          20           0           0           0
          206.67867e+160           0           0
          201.33573e+161           0           0
          20 2.0036e+161           0           0
          202.67147e+161           0           0
          203.33933e+161           0           0
          20 4.0072e+161           0           0
          204.67507e+161           0           0
          205.34293e+161           0           0
          20 6.0108e+161           0           0
          206.67867e+161           0           0
          207.34653e+161           0           0
          20 8.0144e+161           0           0
          208.68227e+161           0           0
          209.35013e+161           0           0
          20 1.0018e+162           0           0
          201.06859e+162           0           0
          201.13537e+162           0           0
          201.20216e+162           0           0
          201.26895e+162           0           0
          201.33573e+162           0           0
          201.40252e+162           0           0
          201.46931e+162           0           0
          201.53609e+162           0           0
          201.60288e+162           0           0
          201.66967e+162           0           0
          201.73645e+162           0           0
          201.80324e+162           0           0
          201.87003e+162           0           0
          201.93681e+162           0           0
          20 2.0036e+162           0           0
          202.07039e+162           0           0
          202.13717e+162           0           0
          202.20396e+162           0           0
          202.27075e+162  6.5492e-07 4.57349e-05
          202.33753e+162 1.62239e-05 0.000740495
          202.40432e+162 0.000104363  0.00476022
          202.47111e+162 0.000347056   0.0161942
          202.53789e+162 0.000728375   0.0348281
          202.60468e+162  0.00112738   0.0552389
          202.67147e+162  0.00139693   0.0700915
          202.73825e+162  0.00152755   0.0784407
          202.80504e+162  0.00152911    0.080318
          202.87183e+162  0.00143378   0.0770093
          202.93861e+162  0.00132099   0.0725198
          20 3.0054e+162   0.0011762   0.0659535
          203.07219e+162  0.00106066   0.0607374
          203.13897e+162 0.000935682   0.0546823
          203.20576e+162 0.000826969   0.0493005
          203.27255e+162 0.000756271   0.0459982
          203.33933e+162 0.000683689   0.0423988
          203.40612e+162  0.00061609   0.0389273
          203.47291e+162 0.000572576   0.0368546
          203.53969e+162 0.000526242   0.0344886
          203.60648e+162 0.000488978   0.0326444
          203.67327e+162 0.000468942    0.031852
          203.74005e+162  0.00045862   0.0316922
          203.80684e+162 0.000444799   0.0312514
          203.87363e+162 0.000430529   0.0307702
          203.94041e+162 0.000420344    0.030542
          20 4.0072e+162 0.000414978   0.0306278
          204.07399e+162 0.000419336   0.0314608
          204.14077e+162 0.000426056   0.0324538
          204.20756e+162  0.00043056   0.0333136
          204.27435e+162 0.000434838   0.0341516
          204.34113e+162 0.000448976   0.0357852
          204.40792e+162 0.000467434   0.0378094
          204.47471e+162  0.00048495   0.0398087
          204.54149e+162 0.000509587   0.0424091
          204.60828e+162 0.000530101   0.0447409
          204.67507e+162 0.000549819   0.0470509
          204.74185e+162 0.000583024   0.0505821
          204.80864e+162 0.000617863   0.0543323
          204.87543e+162 0.000640901   0.0571223
          204.94221e+162 0.000661782   0.0597696
          20  5.009e+162 0.000685712   0.0627329
          205.07579e+162 0.000711466   0.0659311
          205.14257e+162 0.000726294   0.0681519
          205.20936e+162 0.000737395   0.0700603
          205.27615e+162 0.000751122    0.072275
          205.34293e+162  0.00075849   0.0738673
          205.40972e+162 0.000764245   0.0753264
          205.47651e+162 0.000757743   0.0755767
          205.54329e+162 0.000744365    0.075112
          205.61008e+162 0.000733013   0.0748445
          205.67687e+162 0.000719654   0.0743236
          205.74365e+162 0.000707423   0.0739099
          205.81044e+162 0.000686391   0.0725019
          205.87723e+162 0.000669181   0.0714808
          205.94401e+162 0.000650317   0.0702313
          20 6.0108e+162 0.000639655   0.0698324
          206.07759e+162 0.000620861   0.0685153
          206.14437e+162  0.00060816   0.0678269
          206.21116e+162 0.000593149     0.06686
          206.27795e+162 0.000579474   0.0660015
          206.34473e+162 0.000572385   0.0658677
          206.41152e+162 0.000565859   0.0657866
          206.47831e+162 0.000565587   0.0664205
          206.54509e+162 0.000563593    0.066853
          206.61188e+162 0.000564149   0.0675862
